"id","k","c1","c2","lt","unitVolume","initialStock"
12046,203.15,13.07,713.01,3,0.9177,1115
12047,136.27,7.16,35.2,4,0.378,2420
12048,103.24,12.92,198.7,6,0.0217,1586
12049,142.84,13.66,192.84,4,0.7109,1430
12050,43.55,4.79,108.23,6,0.3246,1130
12051,16.8,7.15,59.59,6,0.784,524
12052,53.89,4.27,25.91,3,0.7582,1053
12053,677.55,5.23,122.44,9,0.188,3763
12054,168.66,9.39,39.61,3,0.905,1216
12055,66.94,3.7,16.16,3,0.1827,1039
12056,114.58,6,344.02,5,0.0572,1736
12057,83.49,12.14,222.85,5,0.6658,793
12058,117.62,13.75,939.5,4,0.4771,996
12059,275.65,13.77,1079.72,3,0.6594,1857
12060,87.23,6.93,218.3,3,0.6408,677
12061,121.19,10.49,85.62,4,0.748,1446
12062,86.64,9.61,637.83,4,0.3098,800
12063,188.68,9.66,740.03,4,0.5034,1035
12064,306.23,8.58,182.27,5,0.2739,2348
12065,109.77,12.81,631.88,5,0.4526,916
12066,227.15,5.08,91.86,5,0.248,2084
12067,260.8,6.22,26.33,12,0.4569,2331
12068,60.98,6.07,51.31,6,0.3027,1441
12069,35.63,10.57,84.89,3,1.2132,467
12070,232.49,4.88,374.8,10,0.1193,3498
12071,113.3,10.33,336.96,6,0.1852,1318
12072,145,9.4,935.56,3,0.4756,957
12073,78.72,11.91,163.31,5,0.6499,875
12074,178.42,13.56,109.7,5,0.1149,1901
12075,1443.44,11.12,394.27,9,0.0239,2798
12076,399.48,8.92,132.9,7,0.1765,2028
12077,82.75,2.7,211.87,7,0.2218,3468
12078,34.09,8.57,425.62,4,0.7893,667
12079,524.16,6.52,27.72,9,0.012,4540
12080,265.85,13.14,355.2,4,0.0399,1878
12081,86.41,8.82,395.97,4,0.6519,625
12082,130.58,11.78,641.22,4,0.708,705
12083,258.44,5.77,87.61,10,0.2857,2538
12084,48.57,2.57,143.69,5,0.0757,1086
12085,177.96,8.02,342.98,9,0.444,1606
12086,4.41,1.32,40.03,3,2.1191,379
12087,175.23,10.66,884.42,6,0.0395,2696
12088,22.67,1.88,36.45,3,0.6328,1800
12089,38.08,7.9,248.24,4,1.9415,470
12090,93.25,1.21,16.95,8,0.2318,5168
12091,102.2,11.47,954.33,5,0.4616,693
12092,128.29,8.63,118.88,5,0.1772,1014
12093,11.62,1.17,10.91,5,0.1894,1415
12094,69.58,8.84,94.3,3,0.7542,328
12095,37.6,2.59,161.54,6,0.447,2369
12096,426.04,13.92,1148.95,5,0.0527,2600
12097,18.18,6.6,142.13,3,1.7153,233
12098,16.84,2.8,186.8,3,0.0505,723
12099,466.06,12.9,1268.73,7,0.1203,2604
12100,233.54,11.53,665.69,4,0.3341,2249
12101,135.98,6.07,586.47,6,0.0423,1826
12102,11.27,6.21,420.38,3,0.8513,210
12103,176.82,9.56,705.57,4,0.5654,1919
12104,1961.56,12.14,204.08,10,0.1565,5880
12105,44.96,6.54,203.73,3,0.7003,1417
12106,154.9,9.59,38.47,4,0.1473,2570
12107,79.22,2.99,269.7,10,0.1677,1931
12108,58.05,7.27,284.54,5,0.4236,1222
12109,83.27,4.93,218.04,5,0.6706,1245
12110,243.37,7.67,164.63,7,0.1262,3080
12111,643.21,10.33,703.39,8,0.0242,3247
12112,855.12,10.65,76.85,10,0.0219,1561
12113,131.17,8.05,480.03,4,0.5954,1031
12114,689.87,7.94,256.74,10,0.0388,4282
12115,90.51,12.49,126.68,4,0.74,613
12116,1915.14,10.94,477.68,12,0.1465,7535
12117,50.59,12.27,117.91,4,0.4378,1157
12118,205.92,10.66,754.08,5,0.0599,2360
12119,366.78,7.62,551.72,7,0.2906,1785
12120,38.83,1.97,126.92,4,0.4932,2176
12121,195.47,1.21,69.42,9,0.1478,5695
12122,23.12,4.32,145.42,4,1.1827,667
12123,28.64,6.17,295.72,4,0.6191,510
12124,82.68,8.28,542.84,4,0.1315,1295
12125,160.7,10.53,823.19,3,0.3314,986
12126,164.64,8.73,85.75,4,0.1188,2162
12127,8.9,1.33,25.59,4,0.5364,951
12128,128.38,3.52,152.04,7,0.1346,3868
12129,67.23,4.54,120.45,3,0.9196,1595
12130,108.33,10.31,346.2,5,0.3548,1058
12131,432.51,11.82,68.73,6,0.1071,1470
12132,24.85,1.43,114.55,5,0.011,2302
12133,88.36,5.18,36.49,4,0.5479,1468
12134,62.55,7.39,247.52,3,0.8124,1585
12135,241.51,9.74,710.18,9,0.3128,1430
12136,32.67,2.95,91.85,3,0.1053,1566
12137,81.09,5.55,280.73,5,0.1725,1281
12138,71.26,7.77,355.92,6,0.1217,1711
12139,45.52,4.11,165.76,3,0.682,818
12140,74.63,3.79,105.45,7,0.3175,1867
12141,59.2,3.24,28.82,5,0.306,2060
12142,106.21,5.04,433.89,4,0.4443,1970
12143,91.74,13.4,119.1,4,1.0801,495
12144,582.94,5.48,91.59,16,0.0467,6682
12145,139.15,7.69,265.59,4,0.712,1254
12146,167.32,13.87,928.27,4,0.1769,1364
12147,45.08,2.28,80.78,4,0.5895,1424
12148,85.1,5.8,35.19,5,0.3022,2293
12149,19.03,1.38,33.99,5,0.6993,1199
12150,343.31,4.05,163.69,9,0.0887,5240
12151,71.31,13.82,1001.68,3,1.6627,312
12152,383.58,7.51,221.47,10,0.0569,4521
12153,250.07,6.2,441.86,7,0.069,3840
12154,74.34,5.56,334.2,5,0.4299,1209
12155,114.7,6.61,433.46,4,0.1429,1512
12156,52.89,4.5,87.73,4,0.8975,1210
12157,100.88,12.24,594.92,5,0.6691,1381
12158,310.05,11.14,571.05,7,0.0099,2257
12159,214.83,13.3,1197.56,4,0.6437,1791
12160,32.49,3.34,169.93,3,0.195,753
12161,101.21,11.37,945.29,5,1.0519,468
12162,154.75,8.55,783.37,4,0.4067,2327
12163,128.8,9.17,415.24,4,0.5692,962
12164,44.58,5.45,24.49,2,0.2788,702
12165,14.39,2.46,39.06,4,0.2053,280
12166,195.75,11.51,1090.29,4,0.1484,1476
12167,158.83,12.6,88.48,4,0.0254,1497
12168,182.73,5.96,25.21,7,0.5511,2424
12169,38.5,2.88,29.95,5,0.3107,747
12170,56.6,12.14,217.32,4,0.7345,937
12171,196.64,9.87,822.1,3,0.252,1726
12172,56.28,3.29,26.68,4,0.4578,861
12173,279.79,13.03,742.54,5,0.2557,2854
12174,30.34,3.27,307.3,3,1.7961,619
12175,13.54,4.95,147.15,5,1.0031,485
12176,1033.48,11.02,965.69,11,0.1409,4237
12177,19.52,2.01,79.51,4,1.2663,1394
12178,333.72,8.87,204.64,6,0.1745,1993
12179,182.24,10.06,123.47,4,0.1505,2097
12180,10.92,1.15,104.07,4,0.666,1334
12181,191.14,13.4,188.77,4,0.396,1126
12182,22.78,3.6,206.39,3,0.7703,747
12183,48.34,7.23,63.49,6,0.5896,733
12184,165.25,9.53,505.27,3,0.06,2412
12185,29.61,2.96,36.77,5,0.2632,1618
12186,150.29,8.7,340.52,4,0.1078,2099
12187,21.91,9.69,171.82,2,0.8577,401
12188,189.15,11.04,138.85,9,0.3734,697
12189,313,9.2,68.32,5,0.2984,2872
12190,138.89,13.8,446.67,4,0.8981,1092
12191,213.53,13.59,315.8,4,0.1132,1582
12192,1226.66,6.48,156.48,10,0.1436,3853
12193,123.96,2.79,138.23,6,0.1886,4002
12194,45.13,8.68,366.73,3,0.3811,521
12195,43.99,3.39,46.03,3,0.0555,1898
12196,491.56,10.22,728.81,7,0.3333,2173
12197,428.09,8.22,469.16,7,0.1646,3680
12198,125.65,11.91,468.59,5,0.153,1308
12199,24.31,8.89,771.33,3,2.3564,511
12200,514.62,10.99,167.67,10,0.2795,1921
12201,96.87,4.34,190.2,4,0.0914,2349
12202,177.5,6.98,155.69,7,0.2009,2723
12203,191.68,3.41,254.69,7,0.062,2999
12204,232.03,13.46,558.29,4,0.7904,926
12205,86.93,7.24,84.42,3,0.3468,717
12206,161.95,12.87,573.82,4,0.7081,983
12207,1726.41,10.96,753.55,9,0.0556,4317
12208,31.15,2.08,146.46,4,0.0721,1261
12209,95.01,6.5,90.81,4,0.5385,973
12210,38.23,3.93,258.47,5,0.7306,993
12211,35.83,2.3,62.36,3,0.6547,1403
12212,33.12,2.42,137.77,6,1.165,531
12213,93.67,7.95,467.94,5,0.5536,1882
12214,178.8,8.53,686.21,5,0.3735,3315
12215,67.09,7.12,410.23,2,0.8275,507
12216,781.04,12.82,1252.91,9,0.3166,3485
12217,16.08,1.91,175.05,5,0.6523,1127
12218,379.87,10.55,423.99,15,0.3166,2356
12219,864.59,13.4,1023.66,7,0.0307,3826
12220,41.74,4.74,158.44,3,1.9888,874
12221,58.96,3.36,77.82,4,0.6041,1676
12222,70.75,9.37,207.58,9,0.4615,698
12223,139.95,13.47,476.6,3,0.6497,1924
12224,10.59,2.61,47.63,4,0.3995,837
12225,105.68,7.76,228.94,5,0.4672,1565
12226,190.31,10,446.51,4,0.3158,946
12227,146.7,8.31,276.04,6,0.2123,2147
12228,1280.73,13.26,954.39,12,0.017,4658
12229,153.26,5.58,173.69,9,0.3988,1036
12230,96.78,5.89,285.98,3,0.7648,2191
12231,61.43,7.63,165.35,6,0.9241,1242
12232,176.77,7.47,80.41,5,0.2347,1690
12233,106.51,5.47,23.34,4,0.3251,2289
12234,13.45,1.85,11.42,4,0.1378,751
12235,210.01,13.21,610.41,4,0.2516,1051
12236,74.28,5.03,45.7,5,0.3163,1288
12237,160,13.72,569.25,5,0.0497,1568
12238,58.38,3.76,201.03,6,0.2543,2746
12239,198.53,7.99,376.9,4,0.1883,2941
12240,301.12,7.9,386.82,7,0.1577,2911
12241,78.53,5.35,424.14,6,0.3314,1294
12242,176.54,10.79,625.75,3,0.0124,1028
12243,41.25,10.51,465.27,3,1.7764,852
12244,163.73,2.45,31.58,8,0.0428,1871
12245,50.84,3.51,25.88,3,0.285,1130
12246,28,2.08,106.49,4,0.3706,1736
12247,57.42,5.22,51.63,4,0.2067,1671
12248,226.9,12.03,820.94,6,0.1051,2710
12249,173.72,12.55,55.6,5,0.0975,1282
12250,25.92,6.87,280.28,5,1.062,505
12251,76.78,7.02,101.81,3,0.954,699
12252,115.23,8.71,275.93,5,0.3499,2176
12253,95.28,10,904.42,4,0.6418,1007
12254,81.71,8.59,183.78,3,0.4459,978
12255,82.19,9.38,405.4,4,0.1946,985
12256,166.72,3.39,119.95,8,0.0335,1933
12257,199.88,5.06,355.97,5,0.4736,3641
12258,176.55,11.48,155.3,3,0.5842,1264
12259,53.96,3.23,56.31,5,0.4228,2101
12260,673.6,13.64,594.15,9,0.1243,3545
12261,218.95,9.64,442.59,3,0.5159,1296
12262,31.27,3.84,48.05,4,0.2513,733
12263,43.7,5.38,37.01,4,0.7279,1292
12264,121.96,9.91,966.36,4,0.318,2121
12265,115.65,11.48,750.94,4,0.6613,1007
12266,11.66,8.04,52.75,3,1.8677,367
12267,36.14,3.89,386.65,3,0.6244,1058
12268,41.9,6.68,103.18,4,1.0275,594
12269,112.56,6.76,381.17,3,0.0436,2009
12270,536.41,13.26,1055.54,5,0.6068,2787
12271,37.03,6.1,144.27,3,0.9739,798
12272,27.26,4.51,373.36,4,0.0268,921
12273,77.89,8.71,196.27,4,0.9243,1373
12274,136.84,6.9,357.99,3,0.4312,744
12275,387.98,8.06,329.45,5,0.549,1714
12276,90.86,9.92,612.89,4,0.4848,1379
12277,356.02,8.96,840.49,5,0.1551,2403
12278,34.43,1.36,96.64,6,0.69,1376
12279,96.28,13.22,936.82,2,0.443,941
12280,6.51,1.01,44.96,3,0.7054,438
12281,14.58,1.34,67.44,4,0.7012,655
12282,51.99,9.39,219.38,5,0.1946,466
12283,231,8.71,425.81,4,0.2851,2375
12284,71.77,11.22,621.92,5,0.2334,678
12285,43.62,5.2,151.48,6,0.5224,1481
12286,79.79,9.89,101.83,2,1.0405,702
12287,131.41,4.65,260.18,7,0.4877,1926
12288,63.22,10.04,448.11,4,0.7569,456
12289,109.53,10.79,1035.63,4,0.0501,1135
12290,149.85,7.45,137.16,4,0.6287,2063
12291,157.4,13.79,251.78,4,0.6299,938
12292,78.94,6.06,526.35,4,0.1468,1493
12293,17.78,9.4,86.22,5,1.293,273
12294,37.54,2.57,150.5,5,0.6749,1527
12295,63.37,6.28,29.51,4,0.3909,1522
12296,124.14,4.8,187.99,6,0.1067,1297
12297,289.77,13.96,58.22,3,0.525,2054
12298,73.64,11.34,848.27,3,0.7029,841
12299,81.29,12.02,993.18,4,0.9185,1156
12300,205.61,13.73,743.83,5,0.1463,733
12301,155.61,12.97,812.18,6,0.2273,1783
12302,226.36,5.46,61.01,6,0.0737,3593
12303,114.8,10.65,175.98,4,0.4727,1152
12304,17.43,5.81,222.25,3,0.1129,344
12305,135.09,6.73,116.99,5,0.3936,1433
12306,162.61,8.88,106.78,6,0.0929,3124
12307,112.75,11.09,237.92,3,1.1739,1255
12308,71.88,13.96,610.34,4,0.1498,486
12309,73.07,1.87,100.68,10,0.121,3922
12310,157.7,12.84,90.43,5,0.0973,956
12311,249.19,6.6,129.86,6,0.5334,1731
12312,132.49,8.52,358.83,3,0.8204,1735
12313,61.3,6.46,157.48,5,0.2281,1364
12314,302.92,11.93,448.66,4,0.0176,1244
12315,129.43,10.54,238.44,3,0.8453,896
12316,228.92,6.59,80.69,7,0.4337,2540
12317,15.45,2.13,16.77,3,0.686,1334
12318,294.23,2.27,105.38,12,0.2092,3514
12319,129.22,11.86,61.72,6,0.4989,1524
12320,94.72,10.09,159.41,3,0.9529,1086
12321,224.17,12.35,933.56,3,0.204,1953
12322,324.78,6.72,199.47,8,0.0963,1491
12323,91.67,13.12,205.99,3,0.3757,1619
12324,141.34,3.82,16.29,12,0.1301,1066
12325,21.71,1.11,14.94,5,0.0715,691
12326,23.62,2.65,38.48,4,0.1294,731
12327,180.27,11.95,662.22,4,0.791,970
12328,19.24,2.92,197.16,5,0.4226,827
12329,729.78,10.03,710.19,9,0.3434,1731
12330,113.57,8.18,359.45,4,0.7789,1567
12331,61.64,10.68,362.84,4,0.9466,510
12332,232.39,13.96,198.64,3,0.0579,2263
12333,40.15,7.68,111.39,3,2.9967,328
12334,36.74,2.66,126.11,3,0.5946,860
12335,220.44,13.47,120.43,4,0.1756,998
12336,67.56,11.29,497.17,3,0.2394,297
12337,38.55,2.18,33.85,4,0.2665,1538
12338,61.63,9.28,202.05,4,0.2157,581
12339,170.37,8.55,605.2,4,0.4863,2111
12340,8.51,1.93,18.17,4,1.4917,267
12341,34.4,3.21,294.14,5,0.0571,1384
12342,48.49,1.43,17.36,5,0.0623,1854
12343,101.61,3.74,77.74,5,0.2668,2919
12344,27.84,3.03,259.5,4,0.0789,641
12345,321.13,13.97,84.72,5,0.3856,3710
12346,114.28,12.29,784.64,3,0.1059,730
12347,138.3,7.69,227.58,4,0.0472,2830
12348,172.76,7.09,386.82,6,0.3277,1588
12349,26.16,1.67,70.77,5,0.1582,1935
12350,67.37,13.8,327.04,5,1.0602,462
12351,343.71,13.66,371.75,6,0.0502,3098
12352,40.31,4.88,116.36,4,0.0213,982
12353,42.4,4,23.29,4,0.8436,715
12354,72.37,11.74,1083.49,3,0.0518,522
12355,10.96,3.3,87.77,5,1.1559,660
12356,40.44,2.55,200.18,4,0.1174,2125
12357,127.9,12.5,767.62,4,0.3237,2105
12358,300.15,13.09,836.63,5,0.3772,2791
12359,1444.96,11.17,395.22,8,0.2495,4487
12360,168.52,8.94,729.67,4,0.3828,1339
12361,33.97,3.95,161.14,3,0.2751,1162
12362,79.58,7.8,477.64,5,0.0155,964
12363,19.63,9.16,360.45,3,1.7661,370
12364,252.83,13.47,874.19,7,0.4315,607
12365,309.21,13.64,353.57,6,0.4811,1725
12366,142.65,1.2,63.62,9,0.1315,3912
12367,371.32,10.13,214.6,5,0.3125,2299
12368,367.74,4.9,312.99,6,0.266,3689
12369,82.97,6.08,482.43,4,0.7879,1831
12370,41.11,2.1,94.9,5,0.3058,2899
12371,1357.97,11.66,258.96,9,0.0159,1588
12372,81.47,6.64,512.4,4,0.5234,1729
12373,34.43,2.74,97.39,3,0.6048,1427
12374,165.11,13.9,1208.88,4,0.3393,925
12375,38.96,9.01,304.34,4,0.8519,713
12376,39.84,3.08,292.6,4,0.6369,1560
12377,188.07,8.93,589.44,4,0.4148,960
12378,56.22,6.76,118.95,5,0.7146,1260
12379,450.84,6.22,71.21,8,0.1698,4431
12380,55.94,3.35,52.16,4,0.7023,1021
12381,132.52,10.52,443.83,4,0.0176,1436
12382,99.25,4.74,27.31,4,0.3989,1355
12383,262.61,5.51,139.66,9,0.3057,2977
12384,58.03,12.19,216.49,4,1.8425,573
12385,127.27,8.24,409.73,6,0.5066,2910
12386,86.53,11.99,262.98,4,0.1517,480
12387,939.61,6.12,553.66,12,0.1727,6474
12388,21.34,3.77,53.77,3,1.026,437
12389,252.29,10.98,61.86,4,0.4532,2408
12390,136.6,7.32,340.37,5,0.2223,1665
12391,1239.65,13.94,1135.4,8,0.1053,3344
12392,160.06,6.86,250.05,3,0.0879,1691
12393,92.72,11.7,742.71,3,0.4871,816
12394,86.99,9.17,83.05,5,0.3078,1080
12395,52.8,4.51,179.45,3,0.3812,1174
12396,9.79,2.35,76.61,4,0.3951,549
12397,216.69,10.4,251.55,4,0.6968,968
12398,31.14,4.69,219.34,3,0.9886,785
12399,50.78,8.48,223.67,5,0.1422,666
12400,41.83,4.7,268.11,6,0.3729,1203
12401,51.22,10.9,277.12,5,2.0585,253
12402,278.39,11.92,336.68,7,0.5995,1719
12403,113.9,10.05,976.92,6,0.4584,1927
12404,97.5,3.93,20.28,4,0.1601,1730
12405,104.6,9.81,865.39,4,0.2772,1160
12406,108.44,10.65,261.23,3,0.0811,1804
12407,36.2,5.35,500.91,4,0.5525,1207
12408,67.81,4.23,52.32,6,0.2407,1176
12409,366.39,8.65,205.59,8,0.2028,2352
12410,85.94,12.63,776.71,3,0.6943,625
12411,114.03,9.19,351.35,4,0.4441,794
12412,896.79,12.67,123.55,5,0.0725,4120
12413,177.89,10.83,532.76,3,0.383,2023
12414,84.9,8.45,208.63,5,0.3457,725
12415,1460.41,13.75,1350.4,8,0.155,2430
12416,79.2,4.95,451.49,5,0.1424,1730
12417,83.97,11.96,75.1,6,0.7828,822
12418,154.82,13.45,69.82,4,0.4026,702
12419,2098.34,11.45,226.39,13,0.1618,5562
12420,141.75,13.59,886.36,3,0.3338,2122
12421,46.13,4.03,133.53,6,0.5495,1561
12422,21.47,1.61,34.41,6,0.5515,499
12423,20.61,2.13,94.54,6,0.2669,912
12424,67.55,1.6,44.78,13,0.1078,1386
12425,10.9,2.63,14.7,4,1.3469,286
12426,1016.71,8.96,145.74,16,0.0648,4610
12427,69.24,4.22,52.44,5,0.4683,934
12428,115.18,2.49,70.14,7,0.1577,3115
12429,10.23,3.38,263.56,3,2.0754,432
12430,31.36,10.3,913.47,4,0.2864,330
12431,15.52,1.55,6.48,3,0.9965,740
12432,22.88,5.03,176.32,6,1.2971,724
12433,43.36,3.53,43.02,4,0.659,1223
12434,134.59,13.23,392.39,6,0.2918,1036
12435,34.06,4.28,108.58,4,0.4947,1135
12436,432.9,3.84,231.53,9,0.1273,4210
12437,110.61,11.17,359.54,3,0.3445,1008
12438,65.21,6.59,398.08,4,1.0311,1101
12439,154.73,7.3,521.84,6,0.4016,2407
12440,88.21,9.94,712.63,4,0.5167,768
12441,539.18,12.78,364.02,6,0.2622,2902
12442,254.32,10.2,569.27,6,0.2638,3177
12443,38.9,2.94,238.55,5,0.676,902
12444,42.76,5.67,59.76,5,0.6445,805
12445,106.48,10.59,841.83,6,0.3188,1882
12446,322.94,7.64,414.56,5,0.6344,1447
12447,33.69,1.78,60.96,6,0.0946,1462
12448,36.51,4.28,24.8,4,0.3288,650
12449,323.95,10.37,876.59,6,0.2675,2025
12450,76.05,10.87,65.37,4,1.5598,450
12451,60.3,5.22,354.15,4,0.2398,1229
12452,198.49,13.6,994.13,5,0.246,2147
12453,174.64,3.9,137,8,0.0615,4296
12454,141.68,7.49,512.28,3,0.1224,1631
12455,8.84,1.1,10,4,0.5188,996
12456,168.97,8.87,465.13,4,0.3013,1579
12457,1541.75,12.17,177.45,9,0.2773,2543
12458,203.92,12.83,482.09,4,0.4731,869
12459,97.7,10.7,231.33,3,1.6496,1033
12460,28.95,2.72,246.33,6,0.6223,1942
12461,113.38,10.3,526.89,5,0.4289,1204
12462,21.61,5,81.2,4,0.2968,1065
12463,263.46,5,429.04,7,0.2902,1477
12464,37.1,10.02,218.57,3,1.1142,413
12465,79.52,9.89,51.28,5,1.1303,734
12466,55.6,13.58,802.77,4,0.2441,872
12467,140.38,11.24,367.83,4,0.261,1317
12468,91.08,7.41,30.9,3,1.1842,582
12469,65.69,1.61,10.98,7,0.117,3032
12470,37.13,12.32,1027.5,4,2.3304,251
12471,21.08,1.34,21.43,4,0.0577,1436
12472,710.77,11.72,415.03,6,0.3049,3102
12473,63.13,2.29,94.85,5,0.5353,1286
12474,81.95,8.05,375.33,4,0.8126,799
12475,75.31,6.03,291.79,4,0.0657,1034
12476,88.35,7.4,490.63,4,0.3963,765
12477,187.01,9.81,55.51,3,0.6265,2400
12478,147.65,10.23,183.64,6,0.3289,1410
12479,55.75,4.03,54.3,4,0.0421,1208
12480,103.76,8.78,45.27,5,0.435,1876
12481,66,4.97,117.58,6,0.0545,1905
12482,145.11,11.66,1020.91,5,0.3744,1787
12483,57.77,6.56,120.13,5,0.0696,1000
12484,372.75,10.73,462.53,5,0.5625,2300
12485,165.53,13.68,280.06,4,0.1279,336
12486,729.93,11,759.31,8,0.1882,5290
12487,33.07,2.09,90.62,5,0.4003,1750
12488,254.64,9.6,103.93,7,0.1795,1838
12489,440.09,9.46,88.67,9,0.382,2646
12490,108.24,4.61,107.31,5,0.4007,1974
12491,32.16,3.12,95.78,4,0.9231,1651
12492,238.31,2.47,85.52,8,0.0495,2526
12493,32.98,5.85,106.06,4,1.6475,540
12494,184.42,11.71,52.24,3,0.7855,2115
12495,223.07,7.22,482.77,7,0.4759,1294
12496,40.11,5.77,138.84,5,0.8128,1085
12497,259.76,11.26,225.63,3,0.1073,1286
12498,137.37,12.45,596.42,4,0.2734,1343
12499,447.12,5.43,483.71,12,0.0525,5486
12500,72.46,8.38,752.75,4,0.669,1502
12501,193.79,10.95,80.48,6,0.1548,1919
12502,165.08,8.41,196.1,6,0.2399,589
12503,47.24,2.88,246.92,4,0.5579,1750
12504,42.34,8,55.27,3,0.0508,428
12505,153.47,12.53,139.57,4,0.7729,1670
12506,188.06,12.13,83.3,3,0.4605,1121
12507,147.36,8.25,40.24,6,0.5113,1262
12508,94.27,4.73,44.79,4,0.0388,949
12509,16.02,2.6,40.44,4,1.4845,448
12510,13.21,2.74,46.72,5,1.8928,467
12511,51.87,3.35,179.5,4,0.6248,1888
12512,694.14,10.84,1009.37,10,0.1226,5208
12513,54.7,1.92,182.41,8,0.2857,1827
12514,23.71,2.34,145.01,6,0.2181,1487
12515,17.55,2.36,16.59,6,0.543,1165
12516,9.86,1.04,5.7,3,1.0303,842
12517,155.31,11.71,83.12,6,0.4421,954
12518,31.22,1.63,25,3,0.3383,1238
12519,26.75,1.56,132.68,5,0.1189,1221
12520,30.25,10.06,155.74,5,0.7049,399
12521,65.05,3.69,233.4,7,0.4512,2101
12522,257.66,12.28,289.67,4,0.1301,1774
12523,69.07,4.64,345.28,4,0.3814,1538
12524,84.51,8.82,571.76,5,0.5351,1828
12525,59.1,10.06,754.59,3,1.0162,953
12526,139.49,12.87,1281.89,4,0.1862,752
12527,143.22,7.68,717.95,4,0.5911,2789
12528,59.16,6.45,526.03,3,0.5082,1340
12529,36.39,4.66,25.99,3,1.3434,964
12530,64.25,8.5,285.93,4,0.3945,671
12531,82.94,4.53,64.58,4,0.0181,848
12532,56.74,4.07,144.5,5,1.1621,639
12533,111.33,13.02,57.19,3,0.6971,1064
12534,14.39,2.37,173.49,3,0.0608,597
12535,464.02,13.78,385.87,5,0.4673,2313
12536,22.45,3.9,238.18,4,0.7981,395
12537,42.67,3.41,181.06,6,0.1009,1838
12538,136.59,7.46,451.66,6,0.1434,3408
12539,39.12,10.35,182.04,5,0.7826,430
12540,90.75,5.58,493.57,6,0.7648,620
12541,29.35,5.24,122.16,6,0.9865,855
12542,76.02,5.38,436.32,4,0.103,1350
12543,14.54,3.63,14.78,3,2.6453,256
12544,48.94,13.79,189.53,4,0.5435,589
12545,15.21,1.93,108.63,5,0.6547,545
12546,291.34,3.87,244.13,10,0.3295,3596
12547,36.02,4.57,21.79,5,0.9034,1288
12548,44.71,1.19,20.4,7,0.0278,3356
12549,515.58,11.51,571.53,7,0.2149,3617
12550,221.72,9.6,454.5,6,0.298,794
12551,56.53,8.04,60.23,5,1.0512,1004
12552,18.4,1.51,111.57,4,0.3349,724
12553,50.8,11.36,720.96,3,2.9739,287
12554,218.95,10.77,759.47,3,0.2462,907
12555,91.78,4.94,66.09,5,0.8304,1111
12556,111.95,8.72,118,6,0.0619,2607
12557,70.63,3.44,226.09,4,0.0229,2879
12558,884.1,5.42,47.43,12,0.0955,5712
12559,21.12,11,392.88,5,1.2021,346
12560,270.28,10.23,300.63,5,0.3997,3116
12561,50.76,3.29,322.74,3,0.0583,997
12562,65.78,2.52,91.95,6,0.6109,1426
12563,30.6,4.37,50.66,5,0.6182,990
12564,91.46,9.78,273.63,4,0.2415,826
12565,159.27,13.63,1005.89,6,0.0632,1957
12566,225.54,13.32,652.73,7,0.4685,736
12567,36.83,1,83.45,5,0.1733,3354
12568,702.67,13.98,281.44,10,0.095,2787
12569,15.22,1.07,13.69,6,0.4661,1699
12570,147.88,8.6,587.6,4,0.0589,1559
12571,64.71,8,750.94,6,0.5568,1020
12572,118.46,8.78,645.47,5,0.0818,1660
12573,69,5.49,491.89,5,0.2501,1655
12574,192.12,11.75,655.4,8,0.0589,837
12575,41.35,11.28,415.98,3,0.0902,658
12576,83.52,10.93,695.54,3,1.0563,838
12577,8.63,1.38,69.3,5,0.4543,974
12578,249.91,12.35,1085.41,8,0.5572,799
12579,1092.52,13.35,108.97,9,0.3453,3493
12580,38.36,4.55,182.33,3,1.0078,735
12581,154.7,11.05,146.88,6,0.0579,1794
12582,101.15,11.13,1072.55,4,0.9726,1382
12583,17.47,2.65,115.17,4,0.2644,1331
12584,63.61,3.19,280.77,4,0.3337,2274
12585,235.77,13.3,450.28,4,0.2987,1159
12586,46.05,6.44,160.03,5,0.9425,1115
12587,78.8,5.91,57.61,6,0.4821,1375
12588,150,8.45,327.66,5,0.4205,2607
12589,150.7,6.61,32.54,3,0.1663,2567
12590,255.8,10.73,971.49,10,0.1918,1414
12591,848.26,11.86,224.31,8,0.1661,2199
12592,28.02,1.67,141.62,5,0.4049,2748
12593,651.27,12.68,868.47,11,0.1279,2827
12594,150.07,12.19,970.28,5,0.4483,762
12595,474.99,13.83,298.81,9,0.2714,2016
12596,45.45,10.14,361.97,3,0.2725,1035
12597,2112.69,13.59,149.06,12,0.1849,6473
12598,40.25,13.11,133.8,3,1.1929,260
12599,231.26,4.62,75.51,10,0.297,2164
12600,67.16,6.22,268.85,4,1.0123,632
12601,188.39,9.45,91.49,4,0.3515,2391
12602,643.58,6.87,475.65,10,0.0354,5578
12603,150.51,9.19,889.64,5,0.0862,2018
12604,39.58,4.79,253.27,3,0.2984,872
12605,212.35,11.99,607.34,3,0.4982,1109
12606,791.01,13.62,101.27,6,0.603,1911
12607,150.98,3.89,299.63,9,0.934,488
12608,684.14,10.63,1001.87,10,0.278,3652
12609,33.13,2.15,116.41,4,0.459,1395
12610,700.58,11.95,411.64,6,0.0614,5514
12611,333.72,12.35,83.57,6,0.5154,2764
12612,296.01,5.2,39.15,13,0.1788,3093
12613,261.41,12.38,394.14,3,0.2736,1843
12614,135.24,9.79,873.8,6,0.2974,2100
